task_id,task_description,created_at,due_date,assigned_to,priority,status,category,estimated_hours,actual_hours,user_workload,user_skill_level,clean_description,priority_encoded,workload_score
445,Ground you yard fire Democrat future training page large forward my prepare.,11-06-2025,13-07-2025,user_2,Medium,In Progress,Bug,3.6,3.8,4.9,Intermediate,ground yard fire democrat future training page large forward prepare,2,1.065217391304348
446,Situation effect affect energy off half night once sister.,24-05-2025,16-06-2025,user_4,High,In Progress,Improvement,6.1,5.7,9.1,Beginner,situation effect affect energy half night sister,0,1.2816901408450705
447,Herself most truth significant modern you establish institution home threat.,28-05-2025,22-07-2025,user_10,Low,Done,Feature,1.1,1.1,7.5,Beginner,truth significant modern establish institution home threat,1,3.571428571428571
448,Trial too world week wind north political foot society.,25-05-2025,18-06-2025,user_6,Medium,Done,Bug,7.3,6.5,11.2,Beginner,trial world week wind north political foot society,2,1.3493975903614457
449,Small test this present image vote.,30-05-2025,23-07-2025,user_3,High,In Progress,Feature,11.0,10.2,7.3,Intermediate,small test present image vote,0,0.6083333333333333
450,Partner great different popular before together meet under significant strong happen American air huge.,08-05-2025,04-07-2025,user_8,High,To Do,Improvement,5.6,5.6,10.7,Intermediate,partner great different popular together meet significant strong happen american air huge,0,1.621212121212121
451,Claim gas say system might technology whole machine everybody still value.,01-06-2025,07-07-2025,user_7,High,In Progress,Bug,1.4,1.6,9.9,Intermediate,claim gas say system might technology whole machine everybody still value,0,4.125
452,Describe service Republican amount small best game discuss majority catch campaign.,10-05-2025,12-05-2025,user_9,High,Done,Improvement,6.8,4.4,10.1,Beginner,describe service republican amount small best game discus majority catch campaign,0,1.294871794871795
453,Old control create knowledge rest medical either community morning each.,06-05-2025,17-05-2025,user_3,Medium,In Progress,Feature,6.8,6.1,5.2,Intermediate,old control create knowledge rest medical either community morning,2,0.6666666666666667
454,Ago garden your data so city machine there authority pick series development.,21-06-2025,15-07-2025,user_5,Low,To Do,Improvement,6.5,6.5,11.4,Intermediate,ago garden data city machine authority pick series development,1,1.52
455,Reflect military relate receive traditional car.,03-06-2025,10-06-2025,user_4,Medium,Done,Feature,9.4,8.4,10.5,Intermediate,reflect military relate receive traditional car,2,1.0096153846153846
456,Doctor lose argue your movie gun.,18-06-2025,23-06-2025,user_9,Medium,Done,Feature,5.3,4.6,9.8,Expert,doctor lose argue movie gun,2,1.5555555555555558
457,Small agency cover hear poor food concern course.,12-05-2025,01-07-2025,user_3,High,To Do,Bug,8.4,7.2,9.8,Intermediate,small agency cover hear poor food concern course,0,1.0425531914893618
458,Own two eye eight positive organization.,31-05-2025,07-06-2025,user_9,Medium,To Do,Bug,9.4,7.5,11.7,Expert,two eye eight positive organization,2,1.125
459,Ever then trip north edge stand maybe size sign.,27-05-2025,03-06-2025,user_9,Medium,To Do,Feature,8.9,6.6,3.4,Expert,ever trip north edge stand maybe size sign,2,0.3434343434343434
460,Think into amount manager order field according cost seven.,01-05-2025,24-06-2025,user_8,High,In Progress,Feature,1.5,1.6,9.1,Beginner,think amount manager order field according cost seven,0,3.6399999999999997
461,Million man agreement culture general development mouth thing onto society.,14-05-2025,11-07-2025,user_10,Low,To Do,Bug,1.8,1.9,3.8,Intermediate,million man agreement culture general development mouth thing onto society,1,1.3571428571428572
462,His bit husband himself receive employee probably.,05-05-2025,19-06-2025,user_5,High,Done,Improvement,3.3,3.1,3.2,Intermediate,bit husband receive employee probably,0,0.744186046511628
463,Sometimes site stage term mean already season must how notice.,10-06-2025,23-06-2025,user_6,Medium,Done,Bug,5.1,5.8,4.9,Intermediate,sometimes site stage term mean already season must notice,2,0.8032786885245903
464,Accept hospital able article pass policy example cup score.,09-05-2025,03-06-2025,user_2,High,In Progress,Bug,7.7,5.8,1.9,Intermediate,accept hospital able article pas policy example cup score,0,0.21839080459770116
465,Specific art truth into ball feel operation cup.,20-06-2025,22-06-2025,user_9,Medium,Done,Bug,1.0,1.0,9.6,Intermediate,specific art truth ball feel operation cup,2,4.8
466,Threat certainly near test including treat Mr compare.,11-05-2025,02-06-2025,user_2,Medium,In Progress,Bug,1.5,1.5,1.5,Intermediate,threat certainly near test including treat compare,2,0.6
467,Should any short by add current finish full population receive situation put success.,07-06-2025,07-06-2025,user_5,Low,To Do,Improvement,1.8,1.3,11.2,Intermediate,short add current finish full population receive situation put success,1,4.0
468,Remain less hear save player seek his trial.,05-06-2025,03-07-2025,user_7,Medium,In Progress,Feature,8.3,9.2,7.0,Intermediate,remain le hear save player seek trial,2,0.7526881720430108
469,Listen beautiful impact skill address culture girl consider her thought.,30-04-2025,25-06-2025,user_2,Medium,In Progress,Improvement,2.6,3.0,4.8,Intermediate,listen beautiful impact skill address culture girl consider thought,2,1.3333333333333333
470,School draw all while foreign wonder marriage system seat simply.,31-05-2025,09-07-2025,user_4,High,In Progress,Improvement,4.3,3.4,11.0,Expert,school draw foreign wonder marriage system seat simply,0,2.0754716981132075
471,Class month serve discover something recently reveal news public although be positive purpose leg.,14-06-2025,06-07-2025,user_10,Medium,To Do,Bug,7.0,7.0,1.8,Intermediate,class month serve discover something recently reveal news public although positive purpose leg,2,0.225
472,Bit for safe your carry red nation fire present smile sometimes.,11-05-2025,29-06-2025,user_10,High,In Progress,Improvement,6.1,5.9,5.9,Intermediate,bit safe carry red nation fire present smile sometimes,0,0.8309859154929579
473,Point sport explain lawyer common state bill we team police government.,12-05-2025,12-05-2025,user_4,High,In Progress,Bug,3.0,2.4,8.2,Beginner,point sport explain lawyer common state bill team police government,0,2.05
474,Whom history most remember there international continue director.,05-05-2025,13-07-2025,user_2,High,To Do,Improvement,2.8,2.6,8.8,Intermediate,history remember international continue director,0,2.3157894736842106
475,Environment pick others foreign debate kitchen not fact fire account whose identify.,21-06-2025,26-06-2025,user_6,High,Done,Improvement,9.5,8.9,2.3,Expert,environment pick others foreign debate kitchen fact fire account whose identify,0,0.21904761904761902
476,Federal war question simply behavior act condition see country pressure air.,03-06-2025,13-07-2025,user_4,Low,To Do,Bug,3.3,2.6,6.0,Intermediate,federal war question simply behavior act condition see country pressure air,1,1.3953488372093024
477,Reach health make feeling hit reveal participant none east purpose whether break.,04-06-2025,04-07-2025,user_9,High,To Do,Bug,5.6,5.1,8.1,Expert,reach health make feeling hit reveal participant none east purpose whether break,0,1.2272727272727273
478,Movie sometimes already president bill customer.,07-05-2025,10-05-2025,user_10,Low,Done,Feature,6.6,8.5,10.5,Expert,movie sometimes already president bill customer,1,1.381578947368421
479,Business range law anything once large crime bit author street authority.,12-05-2025,02-06-2025,user_7,High,In Progress,Improvement,9.3,6.5,7.8,Beginner,business range law anything large crime bit author street authority,0,0.7572815533980581
480,Store plant amount between history put charge player happen military million.,01-05-2025,08-07-2025,user_1,Low,In Progress,Improvement,3.5,5.3,5.5,Expert,store plant amount history put charge player happen military million,1,1.2222222222222223
481,Quite seven whole position from pressure call land.,24-05-2025,29-05-2025,user_5,Medium,In Progress,Improvement,1.3,1.4,2.6,Intermediate,quite seven whole position pressure call land,2,1.1304347826086958
482,Fly join can program training financial land.,24-05-2025,31-05-2025,user_1,Low,In Progress,Improvement,1.6,2.3,2.0,Beginner,fly join program training financial land,1,0.7692307692307692
483,Mind friend you discussion her huge assume church.,20-06-2025,17-07-2025,user_1,Medium,To Do,Improvement,6.1,6.7,7.0,Beginner,mind friend discussion huge assume church,2,0.9859154929577465
484,Rock improve agreement condition if much society ready social example class.,29-05-2025,22-07-2025,user_5,Medium,To Do,Bug,9.6,9.8,7.3,Intermediate,rock improve agreement condition much society ready social example class,2,0.6886792452830188
485,Ago media forward cause occur stock.,17-06-2025,21-06-2025,user_7,High,Done,Feature,9.0,9.2,2.6,Intermediate,ago medium forward cause occur stock,0,0.26
486,Believe lay establish board democratic best only green.,28-05-2025,14-06-2025,user_9,High,To Do,Improvement,5.3,5.6,8.3,Expert,believe lay establish board democratic best green,0,1.3174603174603177
487,Fly can establish prepare six success training history art drive area specific.,13-06-2025,03-07-2025,user_2,Medium,To Do,Improvement,8.7,10.0,10.3,Intermediate,fly establish prepare six success training history art drive area specific,2,1.061855670103093
488,Pressure affect despite concern future history.,22-06-2025,23-06-2025,user_7,High,To Do,Bug,5.6,4.9,7.1,Expert,pressure affect despite concern future history,0,1.0757575757575757
489,School career its cold sort child relationship.,18-06-2025,03-07-2025,user_4,Medium,In Progress,Improvement,3.9,4.4,11.2,Expert,school career cold sort child relationship,2,2.2857142857142856
490,Grow understand garden professor sit though heavy least truth field let.,14-05-2025,04-06-2025,user_7,Low,In Progress,Bug,5.8,7.1,1.2,Intermediate,grow understand garden professor sit though heavy least truth field let,1,0.17647058823529413
491,Box choose turn agree southern discover staff kind life bit.,23-06-2025,17-07-2025,user_2,High,In Progress,Feature,2.2,2.4,9.3,Intermediate,box choose turn agree southern discover staff kind life bit,0,2.90625
492,Fire Republican former visit hotel before professor.,01-06-2025,13-07-2025,user_8,Medium,To Do,Improvement,12.0,12.0,6.1,Intermediate,fire republican former visit hotel professor,2,0.46923076923076923
493,Ready receive anyone research thought garden buy oil behavior article very bad art.,15-06-2025,27-06-2025,user_10,High,To Do,Feature,5.0,6.6,5.1,Expert,ready receive anyone research thought garden buy oil behavior article bad art,0,0.85
494,Quite decision section believe particular network recently room behind step source.,19-05-2025,26-06-2025,user_9,Low,To Do,Improvement,11.4,13.3,10.0,Expert,quite decision section believe particular network recently room behind step source,1,0.8064516129032258
495,Vote man fish form it human rich billion perform.,04-05-2025,19-07-2025,user_5,High,In Progress,Feature,4.0,5.0,5.0,Intermediate,vote man fish form human rich billion perform,0,1.0
496,Put manager together top book case religious hair.,08-06-2025,17-07-2025,user_5,Medium,To Do,Improvement,2.5,2.1,11.3,Intermediate,put manager together top book case religious hair,2,3.2285714285714286
497,Want set wife fire there often skill.,23-05-2025,07-07-2025,user_7,High,To Do,Bug,7.2,6.8,10.0,Intermediate,want set wife fire often skill,0,1.2195121951219514
498,You deep difference later former business more spring however describe.,20-06-2025,01-07-2025,user_6,Medium,In Progress,Feature,7.0,8.0,11.2,Intermediate,deep difference later former business spring however describe,2,1.4
499,Measure analysis realize build specific perhaps same point employee religious.,01-06-2025,10-06-2025,user_2,Low,In Progress,Improvement,8.6,9.5,11.1,Beginner,measure analysis realize build specific perhaps point employee religious,1,1.15625
500,Agency brother dog card doctor star everyone main green attack general writer hit.,23-06-2025,25-07-2025,user_10,Low,In Progress,Improvement,6.0,6.4,7.6,Expert,agency brother dog card doctor star everyone main green attack general writer hit,1,1.0857142857142856
